in_rxnorm_cui,rxnorm_cui,name,tty,source,dose,unit,mme_factor
1819,378762,Buprenorphine / Naloxone Sublingual Tablet,SCDF,rxnav,,,NULL
2670,378789,Chlorpheniramine / Codeine Extended Release Suspension,SCDF,rxnav,,,0.15
5489,378790,Chlorpheniramine / Hydrocodone Extended Release Suspension,SCDF,rxnav,,,1
5489,379110,Hydrocodone / Phenylephrine / Pyrilamine Oral Solution,SCDF,rxnav,,,1
2670,379273,Codeine / Kaolin Oral Suspension,SCDF,rxnav,,,0.15
8001,379297,Naloxone / Pentazocine Oral Tablet,SCDF,rxnav,,,0.37
10689,379523,Tramadol Extended Release Oral Capsule,SCDF,rxnav,,,0.1
1819,384593,Buprenorphine Sublingual Tablet [Subutex],SBDF,rxnav,,,NULL
7804,385094,Oxycodone Extended Release Oral Tablet,SCDF,rxnav,,,1.5
3423,385569,Hydromorphone Oral Capsule,SCDF,rxnav,,,4
2670,393370,Codeine / Pseudoephedrine / Triprolidine Oral Solution,SCDF,rxnav,,,0.15
10689,402411,Tramadol Disintegrating Oral Tablet,SCDF,rxnav,,,0.1
1819,404414,Buprenorphine 8 MG Sublingual Tablet [Subutex],SBD,rxnav,8,mg,NULL
5489,404780,Brompheniramine / Hydrocodone / Pseudoephedrine,MIN,rxnav,,,1
23088,404788,Chlorpheniramine / dihydrocodeine / Phenylephrine,MIN,rxnav,,,0.25
23088,404794,dihydrocodeine / Guaifenesin / Pseudoephedrine,MIN,rxnav,,,0.25
5489,404905,Bromplex HD,BN,rxnav,,,1
5489,404976,De-Chlor G,BN,rxnav,,,1
5489,404977,De-Chlor MR,BN,rxnav,,,1
5489,404978,De-Chlor NX,BN,rxnav,,,1
5489,405132,Hy-KXP,BN,rxnav,,,1
5489,405367,Triant-HC,BN,rxnav,,,1
5489,405899,Hydrocodone / Phenylephrine / Pyrilamine Oral Solution [De-Chlor MR],SBDF,rxnav,,,1
23088,405927,Chlorpheniramine / dihydrocodeine / Phenylephrine Oral Solution,SCDF,rxnav,,,0.25
5489,406276,Chlorpheniramine / Hydrocodone / Phenylephrine Oral Solution [Triant-HC],SBDF,rxnav,,,1
2670,438611,Chlorpheniramine / Codeine Oral Suspension,SCDF,rxnav,,,0.15
2670,439950,Codeine / Guaifenesin Oral Capsule,SCDF,rxnav,,,0.15
2670,446977,Acetaminophen / Chlorpheniramine / Codeine / Pseudoephedrine Oral Tablet,SCDF,rxnav,,,0.15
2670,446979,Codeine / Pseudoephedrine / Triprolidine Oral Tablet,SCDF,rxnav,,,0.15
5489,450782,dexchlorpheniramine / Hydrocodone / Phenylephrine Oral Solution,SCDF,rxnav,,,1
2670,466489,Codeine / Guaifenesin / Pseudoephedrine,MIN,rxnav,,,0.15
2670,466512,Chlorpheniramine / Codeine / Phenylephrine / Potassium Iodide,MIN,rxnav,,,0.15
5489,466514,Chlorpheniramine / Hydrocodone / Pseudoephedrine,MIN,rxnav,,,1
5489,466529,Chlorpheniramine / Guaifenesin / Hydrocodone / Pseudoephedrine,MIN,rxnav,,,1
2670,466568,Chlorpheniramine / Codeine / Pseudoephedrine,MIN,rxnav,,,0.15
477468,477397,MORPHINE SULFATE LIPOSOMAL,PIN,rxnav,,,NULL
477468,477468,Morphine Liposomal,IN,rxnav,,,NULL
7804,483322,Ibuprofen / Oxycodone Oral Tablet,SCDF,rxnav,,,1.5
7804,484259,Ibuprofen / Oxycodone,MIN,rxnav,,,1.5
4337,486672,Fentanyl 0.003 MG/ML,SCDC,rxnav,0.003,mg/ml,NULL
5489,491666,Lorcet,BN,rxnav,,,1
8785,539663,Acetaminophen / Propoxyphene Extended Release Oral Tablet,SCDF,rxnav,,,NULL
5489,540447,Xodol,BN,rxnav,,,1
5489,542941,Hycet,BN,rxnav,,,1
5489,542943,Acetaminophen / Hydrocodone Oral Solution [Hycet],SBDF,rxnav,,,1
5489,543192,Hydron KGS,BN,rxnav,,,1
5489,544165,Tussionex,BN,rxnav,,,1
3423,544565,Hydromorphone Oral Solution [Dilaudid],SBDF,rxnav,,,4
5489,546077,Brompheniramine / Hydrocodone / Pseudoephedrine Oral Solution [Bromplex HD],SBDF,rxnav,,,1
480,564334,Alfentanil 0.5 MG/ML [Alfenta],SBDC,rxnav,0.5,mg/ml,NULL
1819,566435,Buprenorphine 0.3 MG/ML [Buprenex],SBDC,rxnav,0.3,mg/ml,NULL
4337,574121,Fentanyl 0.05 MG/ML [Sublimaze],SBDC,rxnav,0.05,mg/ml,NULL
4337,574353,Fentanyl 0.2 MG [Actiq],SBDC,rxnav,0.2,mg,NULL
4337,574354,Fentanyl 0.6 MG [Actiq],SBDC,rxnav,0.6,mg,NULL
4337,574355,Fentanyl 0.8 MG [Actiq],SBDC,rxnav,0.8,mg,NULL
4337,574356,Fentanyl 1.2 MG [Actiq],SBDC,rxnav,1.2,mg,NULL
4337,574357,Fentanyl 1.6 MG [Actiq],SBDC,rxnav,1.6,mg,NULL
4337,574418,Fentanyl 0.025 MG/HR [Duragesic],SBDC,rxnav,0.025,mg/hr,NULL
4337,574419,Fentanyl 0.05 MG/HR [Duragesic],SBDC,rxnav,0.05,mg/hr,NULL
4337,574420,Fentanyl 0.075 MG/HR [Duragesic],SBDC,rxnav,0.075,mg/hr,NULL
4337,574656,Fentanyl 0.1 MG/HR [Duragesic],SBDC,rxnav,0.1,mg/hr,NULL
4337,574688,Fentanyl 0.4 MG [Actiq],SBDC,rxnav,0.4,mg,NULL
1819,576376,Buprenorphine 8 MG [Subutex],SBDC,rxnav,8,mg,NULL
4337,577056,Fentanyl 0.012 MG/HR,SCDC,rxnav,0.012,mg/hr,NULL
4337,577057,72 HR Fentanyl 0.012 MG/HR Transdermal System,SCD,rxnav,0.012,mg/hr,NULL
5489,579458,Reprexain,BN,rxnav,,,1
477468,583440,Depodur,BN,rxnav,,,NULL
4337,583489,Fentanyl 0.012 MG/HR [Duragesic],SBDC,rxnav,0.012,mg/hr,NULL
4337,583490,72 HR Fentanyl 0.012 MG/HR Transdermal System [Duragesic],SBD,rxnav,0.012,mg/hr,NULL
5489,597355,hydrocodone tannate,PIN,rxnav,,,1
5489,605104,KGS HC,BN,rxnav,,,1
5489,605572,carbinoxamine / Hydrocodone / Phenylephrine,MIN,rxnav,,,1
2670,605998,Chlorpheniramine / Codeine,MIN,rxnav,,,0.15
4337,606642,Fentanyl / ropivacaine,MIN,rxnav,,,NULL
5489,607163,Brompheniramine / Hydrocodone / Phenylephrine,MIN,rxnav,,,1
5489,607431,Simuc-HD,BN,rxnav,,,1
5489,607464,dexchlorpheniramine / Hydrocodone / Phenylephrine,MIN,rxnav,,,1
6754,608008,Meperidine Oral Solution,SCDF,rxnav,,,0.1
10689,616518,Tramadol Extended Release Oral Tablet [Ultram],SBDF,rxnav,,,0.1
7804,637538,Oxycodone Hydrochloride 4.5 MG,SCDC,rxnav,4.5,mg,1.5
7804,637539,oxycodone terephthalate 0.38 MG,SCDC,rxnav,0.38,mg,1.5
7804,637540,Aspirin 325 MG / Oxycodone Hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet,SCD,rxnav,4.5,mg,1.5
7814,643113,Oxymorphone Oral Tablet,SCDF,rxnav,,,3
7814,643115,Oxymorphone Extended Release Oral Tablet,SCDF,rxnav,,,3
7814,643147,Opana,BN,rxnav,,,3
7814,643149,Oxymorphone Extended Release Oral Tablet [Opana],SBDF,rxnav,,,3
7814,643157,Oxymorphone Oral Tablet [Opana],SBDF,rxnav,,,3
7052,645184,Cyclizine / Morphine,MIN,rxnav,,,1
5489,647309,Relasin HC,BN,rxnav,,,1
5489,647311,Chlorpheniramine / Hydrocodone / Phenylephrine Oral Solution [Relasin HC],SBDF,rxnav,,,1
5489,657414,Nariz HC,BN,rxnav,,,1
5489,657416,Guaifenesin / Hydrocodone / Phenylephrine Oral Solution [Nariz HC],SBDF,rxnav,,,1
4337,668362,Fentanyl Buccal Tablet,SCDF,rxnav,,,NULL
4337,668363,Fentanyl 0.1 MG Buccal Tablet,SCD,rxnav,0.1,mg,NULL
4337,668364,Fentanyl 0.2 MG Buccal Tablet,SCD,rxnav,0.2,mg,NULL
4337,668365,Fentanyl 0.4 MG Buccal Tablet,SCD,rxnav,0.4,mg,NULL
4337,668366,Fentanyl 0.6 MG Buccal Tablet,SCD,rxnav,0.6,mg,NULL
4337,668367,Fentanyl 0.8 MG Buccal Tablet,SCD,rxnav,0.8,mg,NULL
4337,668619,Fentora,BN,rxnav,,,NULL
4337,668620,Fentanyl 0.1 MG [Fentora],SBDC,rxnav,0.1,mg,NULL
4337,668621,Fentanyl Buccal Tablet [Fentora],SBDF,rxnav,,,NULL
4337,668622,Fentanyl 0.1 MG Buccal Tablet [Fentora],SBD,rxnav,0.1,mg,NULL
4337,668623,Fentanyl 0.2 MG [Fentora],SBDC,rxnav,0.2,mg,NULL
4337,668624,Fentanyl 0.2 MG Buccal Tablet [Fentora],SBD,rxnav,0.2,mg,NULL
4337,668625,Fentanyl 0.4 MG [Fentora],SBDC,rxnav,0.4,mg,NULL
4337,668626,Fentanyl 0.4 MG Buccal Tablet [Fentora],SBD,rxnav,0.4,mg,NULL
4337,668627,Fentanyl 0.6 MG [Fentora],SBDC,rxnav,0.6,mg,NULL
4337,668628,Fentanyl 0.6 MG Buccal Tablet [Fentora],SBD,rxnav,0.6,mg,NULL
4337,668629,Fentanyl 0.8 MG [Fentora],SBDC,rxnav,0.8,mg,NULL
4337,668630,Fentanyl 0.8 MG Buccal Tablet [Fentora],SBD,rxnav,0.8,mg,NULL
5489,668889,Diphenhydramine / Hydrocodone / Phenylephrine,MIN,rxnav,,,1
6813,670009,Diskets,BN,rxnav,,,NULL
2670,672059,Tusnel C,BN,rxnav,,,0.15
5489,672626,dexbrompheniramine / Hydrocodone / Phenylephrine,MIN,rxnav,,,1
2670,689379,Chlorpheniramine / Codeine / iodinated glycerol,MIN,rxnav,,,0.15
2670,689380,Chlorpheniramine / Codeine / Phenylephrine,MIN,rxnav,,,0.15
2670,689381,Chlorpheniramine / Codeine / Phenylephrine / Phenylpropanolamine,MIN,rxnav,,,0.15
2670,689383,Chlorpheniramine / Codeine / Phenylpropanolamine,MIN,rxnav,,,0.15
5489,689455,Guaifenesin / Hydrocodone / phenindamine,MIN,rxnav,,,1
5489,689458,Guaifenesin / Hydrocodone / Phenylpropanolamine / salicylamide,MIN,rxnav,,,1
3423,689460,Guaifenesin / Hydromorphone,MIN,rxnav,,,4
2670,689511,Aspirin / Caffeine / Codeine,MIN,rxnav,,,0.15
23088,689512,Aspirin / Caffeine / dihydrocodeine,MIN,rxnav,,,0.25
23088,689513,Aspirin / Caffeine / dihydrocodeine / Promethazine,MIN,rxnav,,,0.25
5489,689515,Aspirin / Caffeine / Hydrocodone,MIN,rxnav,,,1
7676,689516,Aspirin / Caffeine / Ipecac / Opium,MIN,rxnav,,,1
8785,689518,Aspirin / Caffeine / Propoxyphene,MIN,rxnav,,,NULL
2670,689522,Aspirin / Carisoprodol / Codeine,MIN,rxnav,,,0.15
8785,689541,Aspirin / Propoxyphene,MIN,rxnav,,,NULL
2670,689552,Acetaminophen / Aspirin / Caffeine / Codeine / salicylamide,MIN,rxnav,,,0.15
5489,689553,Acetaminophen / Aspirin / Caffeine / Hydrocodone,MIN,rxnav,,,1
2670,689555,Acetaminophen / Aspirin / Codeine,MIN,rxnav,,,0.15
2670,689561,Acetaminophen / butalbital / Caffeine / Codeine,MIN,rxnav,,,0.15
5489,689562,Acetaminophen / butalbital / Caffeine / Hydrocodone,MIN,rxnav,,,1
2670,689563,Acetaminophen / butalbital / Codeine,MIN,rxnav,,,0.15
2670,689568,Acetaminophen / Caffeine / Codeine / salicylamide,MIN,rxnav,,,0.15
23088,689569,Acetaminophen / Caffeine / dihydrocodeine,MIN,rxnav,,,0.25
2670,689579,Acetaminophen / Chlorpheniramine / Codeine / Phenylephrine,MIN,rxnav,,,0.15
6754,689609,Atropine / Meperidine,MIN,rxnav,,,0.1
7052,689610,Atropine / Morphine,MIN,rxnav,,,1
7676,689708,homatropine / Opium / pectin,MIN,rxnav,,,1
2670,689769,Acetaminophen / Codeine / Guaifenesin / Phenylpropanolamine,MIN,rxnav,,,0.15
23088,689783,Acetaminophen / dihydrocodeine / salicylamide,MIN,rxnav,,,0.25
6754,689788,Acetaminophen / Meperidine,MIN,rxnav,,,0.1
2670,689888,Codeine / Ephedrine / Guaifenesin,MIN,rxnav,,,0.15
2670,689891,Codeine / Guaifenesin / Pheniramine,MIN,rxnav,,,0.15
5489,689910,Hydrocodone / phenyltoloxamine,MIN,rxnav,,,1
2670,690082,Codeine / Guaifenesin / Phenylephrine,MIN,rxnav,,,0.15
2670,690085,Codeine / Guaifenesin / Pseudoephedrine / Triprolidine,MIN,rxnav,,,0.15
2670,690088,Codeine / Menthol / Pheniramine / Phenylephrine,MIN,rxnav,,,0.15
2670,690089,Codeine / Papaverine,MIN,rxnav,,,0.15
2670,690093,Codeine / Phenylephrine / Pseudoephedrine,MIN,rxnav,,,0.15
2670,690095,Codeine / Phenylpropanolamine / Promethazine,MIN,rxnav,,,0.15
2670,690096,Codeine / potassium citrate,MIN,rxnav,,,0.15
2670,690101,Codeine / Pyrilamine,MIN,rxnav,,,0.15
2670,690102,Codeine / Terpin hydrate,MIN,rxnav,,,0.15
7052,690452,bismuth subcarbonate / Morphine,MIN,rxnav,,,1
2670,690647,Brompheniramine / Codeine / Phenylephrine,MIN,rxnav,,,0.15
2670,690804,Ammonium Chloride / Chlorpheniramine / Codeine / Phenylephrine,MIN,rxnav,,,0.15
2670,690996,Aluminum Hydroxide / Aspirin / Codeine / Magnesium Hydroxide,MIN,rxnav,,,0.15
2670,691032,Calcium iodide / Codeine,MIN,rxnav,,,0.15
2670,700585,Aspirin / butalbital / Caffeine / Codeine Oral Capsule [Ascomp],SBDF,rxnav,,,0.15
5489,700758,Nazarin HC,BN,rxnav,,,1
5489,700760,Guaifenesin / Hydrocodone / Phenylephrine Oral Solution [Nazarin HC],SBDF,rxnav,,,1
5489,700821,Hydrocodone / Pseudoephedrine / Triprolidine,MIN,rxnav,,,1
2670,702130,bromodiphenhydramine / Codeine Oral Solution,SCDF,rxnav,,,0.15
2670,702747,Codrix,BN,rxnav,,,0.15
4337,706898,Fentanyl 0.3 MG Buccal Tablet,SCD,rxnav,0.3,mg,NULL
2670,710303,Codeine / Ibuprofen,MIN,rxnav,,,0.15
5489,724134,Hydrocodone / Ibuprofen Oral Tablet [Reprexain],SBDF,rxnav,,,1
7804,724542,oxycodone terephthalate 0.19 MG,SCDC,rxnav,0.19,mg,1.5
7804,724613,Oxycodone Hydrochloride 2.25 MG,SCDC,rxnav,2.25,mg,1.5
7804,724614,Aspirin 325 MG / Oxycodone Hydrochloride 2.25 MG / oxycodone terephthalate 0.19 MG Oral Tablet,SCD,rxnav,2.25,mg,1.5
5489,725817,guaiacolsulfonate / Hydrocodone Oral Solution [Hy-KXP],SBDF,rxnav,,,1
5489,725835,guaiacolsulfonate / Hydrocodone Oral Solution [Prolex DH],SBDF,rxnav,,,1
5489,725837,guaiacolsulfonate / Hydrocodone Oral Solution [Hydron EX],SBDF,rxnav,,,1
5489,725859,guaiacolsulfonate / Hydrocodone Oral Solution [Hydron KGS],SBDF,rxnav,,,1
5489,726020,guaiacolsulfonate / Hydrocodone Oral Solution,SCDF,rxnav,,,1
2670,729517,Codeine / Kaolin,MIN,rxnav,,,0.15
5489,730982,Chlorpheniramine / Hydrocodone Extended Release Oral Capsule,SCDF,rxnav,,,1
5489,730984,TussiCaps,BN,rxnav,,,1
5489,730986,Chlorpheniramine / Hydrocodone Extended Release Oral Capsule [TussiCaps],SBDF,rxnav,,,1
23088,746611,Trezix,BN,rxnav,,,0.25
23088,746613,Acetaminophen / Caffeine / dihydrocodeine Oral Capsule [Trezix],SBDF,rxnav,,,0.25
2670,749201,Codeine / Guaifenesin / Pseudoephedrine Oral Tablet,SCDF,rxnav,,,0.15
2670,756634,Codeine / Guaifenesin Oral Solution [Cheracol with Codeine],SBDF,rxnav,,,0.15
2670,756644,Codeine / Guaifenesin Oral Solution [Guiatuss AC],SBDF,rxnav,,,0.15
2670,756650,Codeine / Guaifenesin Oral Solution [Mytussin AC],SBDF,rxnav,,,0.15
2670,756651,Codeine / Guaifenesin Oral Solution [Robafen AC],SBDF,rxnav,,,0.15
2670,756660,Codeine / Phenylephrine / Pyrilamine Oral Solution,SCDF,rxnav,,,0.15
2670,756666,Codeine / Pseudoephedrine / Triprolidine Oral Solution [Triacin C],SBDF,rxnav,,,0.15
5489,756712,Chlorpheniramine / Hydrocodone / Phenylephrine Oral Solution [Ventuss],SBDF,rxnav,,,1
5489,756870,Guaifenesin / Hydrocodone / Phenylephrine Oral Solution [Hydro GP],SBDF,rxnav,,,1
3423,756904,Guaifenesin / Hydromorphone Oral Solution,SCDF,rxnav,,,4
3423,756905,Guaifenesin / Hydromorphone Oral Solution [Dilaudid Cough],SBDF,rxnav,,,4
5489,756936,Guaifenesin / Hydrocodone / Phenylephrine Oral Solution [De-Chlor G],SBDF,rxnav,,,1
5489,757036,guaiacolsulfonate / Hydrocodone Oral Solution [De-Chlor NX],SBDF,rxnav,,,1
5489,757039,guaiacolsulfonate / Hydrocodone Oral Solution [KGS HC],SBDF,rxnav,,,1
5489,757041,homatropine / Hydrocodone Oral Solution,SCDF,rxnav,,,1
5489,757043,homatropine / Hydrocodone Oral Solution [Hydromet],SBDF,rxnav,,,1
5489,757108,Guaifenesin / Hydrocodone / Phenylephrine Oral Solution [Simuc-HD],SBDF,rxnav,,,1
2670,757227,Codeine / Pyrilamine Oral Solution,SCDF,rxnav,,,0.15
5489,758973,Hydrocodone / Ibuprofen Oral Tablet [Ibudone],SBDF,rxnav,,,1
23088,761177,Brompheniramine / dihydrocodeine / Phenylephrine,MIN,rxnav,,,0.25
23088,761364,dihydrocodeine / Phenylephrine,MIN,rxnav,,,0.25
2670,761956,Brompheniramine / Codeine Oral Solution,SCDF,rxnav,,,0.15
787390,787390,tapentadol,IN,rxnav,,,0.4
2670,790448,Codeine / Guaifenesin / Phenylephrine Oral Tablet,SCDF,rxnav,,,0.15
2670,792246,Brompheniramine / Codeine / Pseudoephedrine Oral Solution,SCDF,rxnav,,,0.15
23088,794252,dihydrocodeine / Guaifenesin,MIN,rxnav,,,0.25
2670,794970,Codeine / dexchlorpheniramine / Phenylephrine Oral Solution,SCDF,rxnav,,,0.15
2670,795452,M-Clear WC,BN,rxnav,,,0.15
2670,795454,Codeine / Guaifenesin Oral Solution [M-Clear WC],SBDF,rxnav,,,0.15
2670,798756,Allfen CD,BN,rxnav,,,0.15
2670,798758,Codeine / Guaifenesin Oral Tablet [Allfen CD],SBDF,rxnav,,,0.15
2670,798760,Allfen CDX,BN,rxnav,,,0.15
2670,798762,Codeine / Guaifenesin Oral Tablet [Allfen CDX],SBDF,rxnav,,,0.15
2670,798910,Maxifed CD,BN,rxnav,,,0.15
2670,798912,Codeine / Guaifenesin / Pseudoephedrine Oral Tablet [Maxifed CD],SBDF,rxnav,,,0.15
2670,798939,Maxiphen CDX,BN,rxnav,,,0.15
2670,798941,Codeine / Guaifenesin / Phenylephrine Oral Tablet [Maxiphen CDX],SBDF,rxnav,,,0.15
2670,798954,Maxifed-G CD,BN,rxnav,,,0.15
2670,798956,Codeine / Guaifenesin / Pseudoephedrine Oral Tablet [Maxifed-G CD],SBDF,rxnav,,,0.15
2670,798975,Ambifed-G CD,BN,rxnav,,,0.15
2670,798977,Codeine / Guaifenesin / Pseudoephedrine Oral Tablet [Ambifed-G CD],SBDF,rxnav,,,0.15
2670,798979,Ambifed CD,BN,rxnav,,,0.15
2670,798981,Codeine / Guaifenesin / Pseudoephedrine Oral Tablet [Ambifed CD],SBDF,rxnav,,,0.15
23088,801156,ColdCough PD,BN,rxnav,,,0.25
2670,802546,Codeine / dexchlorpheniramine / Phenylephrine,MIN,rxnav,,,0.15
2670,802738,Nalex AC,BN,rxnav,,,0.15
2670,802740,Brompheniramine / Codeine Oral Solution [Nalex AC],SBDF,rxnav,,,0.15
2670,804568,Brompheniramine / Codeine Oral Tablet,SCDF,rxnav,,,0.15
2670,804570,BroveX CB,BN,rxnav,,,0.15
2670,804572,Brompheniramine / Codeine Oral Tablet [BroveX CB],SBDF,rxnav,,,0.15
2670,804583,Brompheniramine / Codeine / Phenylephrine Oral Tablet,SCDF,rxnav,,,0.15
2670,804585,Brovex PBC,BN,rxnav,,,0.15
2670,804587,Brompheniramine / Codeine / Phenylephrine Oral Tablet [Brovex PBC],SBDF,rxnav,,,0.15
5489,804747,Zamicet,BN,rxnav,,,1
5489,804749,Acetaminophen / Hydrocodone Oral Solution [Zamicet],SBDF,rxnav,,,1
2670,814268,Codeine / Ephedrine / Pyrilamine,MIN,rxnav,,,0.15
2670,814483,Acetaminophen / Chlorpheniramine / Codeine / Pseudoephedrine,MIN,rxnav,,,0.15
2670,814657,Acetaminophen / Caffeine / Codeine,MIN,rxnav,,,0.15
2670,815852,Codeine / Ephedrine,MIN,rxnav,,,0.15
2670,817356,Acetaminophen / Codeine / Ibuprofen,MIN,rxnav,,,0.15
2670,817379,Acetaminophen / Codeine / Pseudoephedrine,MIN,rxnav,,,0.15
2670,817430,Acetaminophen / Caffeine / Codeine / Meprobamate,MIN,rxnav,,,0.15
5489,817497,Guaifenesin / Hydrocodone / Pheniramine / Phenylephrine / Phenylpropanolamine,MIN,rxnav,,,1
2670,817579,Acetaminophen / Codeine,MIN,rxnav,,,0.15
5489,817612,Brompheniramine / Guaifenesin / Hydrocodone,MIN,rxnav,,,1
2670,818422,Brompheniramine / Codeine / Pseudoephedrine,MIN,rxnav,,,0.15
2670,818560,Codeine / Diphenhydramine,MIN,rxnav,,,0.15
2670,818852,Codeine / Phenylephrine,MIN,rxnav,,,0.15
5489,819306,Guaifenesin / Hydrocodone / Pheniramine / Phenylpropanolamine / Pyrilamine,MIN,rxnav,,,1
2670,821601,Acetaminophen / Aspirin / Caffeine / Codeine,MIN,rxnav,,,0.15
2670,823181,Brompheniramine / Codeine,MIN,rxnav,,,0.15
7804,825195,Acetaminophen / Oxycodone Oral Tablet [Percocet],SBDF,rxnav,,,1.5
7804,825231,Acetaminophen / Oxycodone Oral Tablet [Endocet],SBDF,rxnav,,,1.5
7804,825243,Acetaminophen / Oxycodone Oral Tablet [Roxicet],SBDF,rxnav,,,1.5
5489,825255,Acetaminophen / Hydrocodone Oral Tablet [Zydone],SBDF,rxnav,,,1
787390,825407,tapentadol 100 MG,SCDC,rxnav,100,mg,0.4
787390,825408,tapentadol Oral Tablet,SCDF,rxnav,,,0.4
787390,825409,tapentadol 100 MG Oral Tablet,SCD,rxnav,100,mg,0.4
787390,825410,tapentadol 50 MG,SCDC,rxnav,50,mg,0.4
787390,825411,tapentadol 50 MG Oral Tablet,SCD,rxnav,50,mg,0.4
787390,825412,tapentadol 75 MG,SCDC,rxnav,75,mg,0.4
787390,825413,tapentadol 75 MG Oral Tablet,SCD,rxnav,75,mg,0.4
8785,827747,propoxyphene napsylate 100 MG,SCDC,rxnav,100,mg,NULL
8785,827748,propoxyphene napsylate 100 MG Oral Tablet,SCD,rxnav,100,mg,NULL
8785,827749,propoxyphene napsylate 100 MG [Darvon-N],SBDC,rxnav,100,mg,NULL
8785,827750,propoxyphene napsylate 100 MG Oral Tablet [Darvon-N],SBD,rxnav,100,mg,NULL
8785,827751,Acetaminophen 325 MG / propoxyphene napsylate 100 MG Oral Tablet,SCD,rxnav,100,mg,NULL
8785,828576,Acetaminophen 650 MG / propoxyphene napsylate 100 MG Oral Tablet,SCD,rxnav,100,mg,NULL
8785,828580,Propoxyphene Hydrochloride 65 MG,SCDC,rxnav,65,mg,NULL
8785,828581,Acetaminophen 650 MG / Propoxyphene Hydrochloride 65 MG Oral Tablet,SCD,rxnav,65,mg,NULL
8785,828584,Propoxyphene Hydrochloride 32 MG,SCDC,rxnav,32,mg,NULL
8785,828585,Aspirin 389 MG / Caffeine 32.4 MG / Propoxyphene Hydrochloride 32 MG Oral Capsule,SCD,rxnav,32,mg,NULL
8785,828594,Aspirin 389 MG / Caffeine 32.4 MG / Propoxyphene Hydrochloride 65 MG Oral Capsule,SCD,rxnav,65,mg,NULL
7052,828712,Morphine Sulfate 45 MG,SCDC,rxnav,45,mg,1
7052,828716,Morphine Sulfate 75 MG,SCDC,rxnav,75,mg,1
5489,829847,Acetaminophen / Hydrocodone Oral Tablet [Norco],SBDF,rxnav,,,1
7676,830195,opium tincture 100 MG/ML,SCDC,rxnav,100,mg/ml,1
7676,830196,opium tincture 100 MG/ML Oral Solution,SCD,rxnav,100,mg/ml,1
2670,830707,M-End PE,BN,rxnav,,,0.15
2670,830709,Brompheniramine / Codeine / Phenylephrine Oral Solution [M-End PE],SBDF,rxnav,,,0.15
10689,831431,tramadol hydrochloride 100 MG,SCDC,rxnav,100,mg,0.1
10689,831433,Ryzolt,BN,rxnav,,,0.1
10689,831434,tramadol hydrochloride 100 MG [Ryzolt],SBDC,rxnav,100,mg,0.1
10689,831435,Tramadol Extended Release Oral Tablet [Ryzolt],SBDF,rxnav,,,0.1
10689,831437,tramadol hydrochloride 200 MG,SCDC,rxnav,200,mg,0.1
10689,831439,tramadol hydrochloride 200 MG [Ryzolt],SBDC,rxnav,200,mg,0.1
10689,831441,tramadol hydrochloride 300 MG,SCDC,rxnav,300,mg,0.1
10689,831443,tramadol hydrochloride 300 MG [Ryzolt],SBDC,rxnav,300,mg,0.1
2670,831953,Mar-cof CG,BN,rxnav,,,0.15
7804,832700,Xolox,BN,rxnav,,,1.5
7804,832702,Acetaminophen / Oxycodone Oral Tablet [Xolox],SBDF,rxnav,,,1.5
2670,832714,Codeine / Guaifenesin Oral Solution [Mar-cof CG],SBDF,rxnav,,,0.15
2670,832866,Codeine Phosphate 2 MG/ML,SCDC,rxnav,2,mg/ml,0.15
5489,833035,Hydrocodone Bitartrate 7.5 MG,SCDC,rxnav,7.5,mg,1
5489,833036,Acetaminophen 750 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet,SCD,rxnav,7.5,mg,1
10689,833709,24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet,SCD,rxnav,100,mg,0.1
10689,833710,Matrix Delivery 24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet [Ryzolt],SBD,rxnav,100,mg,0.1
10689,833711,24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet,SCD,rxnav,200,mg,0.1
10689,833712,Matrix Delivery 24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet [Ryzolt],SBD,rxnav,200,mg,0.1
10689,833713,24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet,SCD,rxnav,300,mg,0.1
10689,833714,Matrix Delivery 24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet [Ryzolt],SBD,rxnav,300,mg,0.1
2670,834769,Codeine / Diphenhydramine / Phenylephrine,MIN,rxnav,,,0.15
10689,835602,tramadol hydrochloride 50 MG,SCDC,rxnav,50,mg,0.1
10689,835603,tramadol hydrochloride 50 MG Oral Tablet,SCD,rxnav,50,mg,0.1
10689,835604,tramadol hydrochloride 50 MG [Ultram],SBDC,rxnav,50,mg,0.1
10689,835605,tramadol hydrochloride 50 MG Oral Tablet [Ultram],SBD,rxnav,50,mg,0.1
10689,836394,tramadol hydrochloride 37.5 MG,SCDC,rxnav,37.5,mg,0.1
10689,836395,Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,SCD,rxnav,37.5,mg,0.1
10689,836396,Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG [Ultracet],SBDC,rxnav,37.5,mg,0.1
